,threshold,exp_fit,hyp_fit,exp_rmsds,hyp_rmsds
0,300.0,0.19941919824346288,0.4203503999154413,0.08813481347518541,0.049463158340835915
1,1000.0,0.26246700167282383,0.5058389194192651,0.12999425612983734,0.07287760169025749
2,10000.0,0.29868931965405704,0.526693874048131,0.11801682333409996,0.07318304288505699
