duration,mean_neg_rev_charge_500_improvement_lkgt5,median_neg_rev_charge_500_improvement_lkgt5
4.0,0.07987281225600516,0.09017987177849954
2.0,0.09153682559818649,0.06814759720586812
1.0,0.09497049953275537,0.06392180495285879
0.5,0.11381550605269719,0.10077177225582673
0.25,0.1593338511716702,0.14863206618702257
